Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
Which health services are available at this facility?,health_post_services,health_post_services/dwta,0,0,refugee,i.hh_age,,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dk,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dk,0.01,1,refugee,i.hh_age,age_25_39,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dk,0,0,refugee,i.hh_age,age_40_59,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dk,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
Which health services are available at this facility?,health_post_services,health_post_services/dk,0,0,refugee,i.hh_age,,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_services,0.23,3,refugee,i.hh_age,age_18_24,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_services,0.36,43,refugee,i.hh_age,age_25_39,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_services,0.16,7,refugee,i.hh_age,age_40_59,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_services,0.86,6,refugee,i.hh_age,age_60+,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_services,0.37,7,refugee,i.hh_age,,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_operating_hours,0.46,6,refugee,i.hh_age,age_18_24,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_operating_hours,0.19,23,refugee,i.hh_age,age_25_39,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_operating_hours,0.16,7,refugee,i.hh_age,age_40_59,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_operating_hours,0.29,2,refugee,i.hh_age,age_60+,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/expansion_of_operating_hours,0.11,2,refugee,i.hh_age,,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_maintenance,0.46,6,refugee,i.hh_age,age_18_24,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_maintenance,0.21,25,refugee,i.hh_age,age_25_39,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_maintenance,0.31,14,refugee,i.hh_age,age_40_59,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_maintenance,0.14,1,refugee,i.hh_age,age_60+,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_maintenance,0.63,12,refugee,i.hh_age,,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_number_of_facilities_offering_services,0.15,2,refugee,i.hh_age,age_18_24,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_number_of_facilities_offering_services,0.11,13,refugee,i.hh_age,age_25_39,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_number_of_facilities_offering_services,0.22,10,refugee,i.hh_age,age_40_59,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_number_of_facilities_offering_services,0,0,refugee,i.hh_age,age_60+,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/increased_number_of_facilities_offering_services,0.05,1,refugee,i.hh_age,,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/more_staff,0,0,refugee,i.hh_age,age_18_24,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/more_staff,0.16,19,refugee,i.hh_age,age_25_39,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/more_staff,0.22,10,refugee,i.hh_age,age_40_59,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/more_staff,0.14,1,refugee,i.hh_age,age_60+,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/more_staff,0.11,2,refugee,i.hh_age,,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/different_staff_female,0.15,2,refugee,i.hh_age,age_18_24,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/different_staff_female,0.09,11,refugee,i.hh_age,age_25_39,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/different_staff_female,0.11,5,refugee,i.hh_age,age_40_59,select_multiple,Household
What would be the first most important improvement needed in healthcare services in the kebele?,healthcare_improvement_needed,healthcare_improvement_needed/different_staff_female,0.14,1,refugee,i.hh_age,age_60+,select_multiple,Household
